,over_number,batter,match_no,score,balls_faced,OUTs
1185,5,David Warner,67,11,3,0
1186,5,Jos Buttler,17,11,3,0
1187,5,Narayan Jagadeesan,19,11,4,0
1188,5,Rahmanullah Gurbaz,39,11,3,0
1189,5,Rilee Rossouw,55,11,5,0
1190,5,Ajinkya Rahane,61,10,3,0
1191,5,Glenn Maxwell,32,10,4,0
1192,5,Ishan Kishan,54,10,4,1
1193,5,Kyle Mayers,6,10,4,0
1194,5,Prabhsimran Singh,8,10,4,0
1195,5,Shubman Gill,51,10,6,0
1196,5,Virat Kohli,36,10,4,0
1197,5,Abhishek Sharma,52,9,3,0
1198,5,Ajinkya Rahane,55,9,5,0
1199,5,Anmolpreet Singh,58,9,3,0
1200,5,Atharva Taide,31,9,4,0
1201,5,David Warner,59,9,3,0
1202,5,Glenn Maxwell,54,9,4,0
1203,5,KL Rahul,30,9,3,0
1204,5,Matthew Short,21,9,3,0
1205,5,Mayank Agarwal,69,9,3,0
1206,5,Mitchell Marsh,40,9,3,0
1207,5,Rahul Tripathi,19,9,4,1
1208,5,Rahul Tripathi,58,9,3,0
1209,5,Ruturaj Gaikwad,37,9,5,0
1210,5,Ruturaj Gaikwad,71,9,6,0
1211,5,Sanju Samson,8,9,5,0
1212,5,Sanju Samson,48,9,6,0
1213,5,Shubman Gill,35,9,7,0
1214,5,Wriddhiman Saha,30,9,4,0
1215,5,Wriddhiman Saha,48,9,3,0
1216,5,Ajinkya Rahane,12,8,3,0
1217,5,Anmolpreet Singh,10,8,4,0
1218,5,Cameron Green,42,8,4,0
1219,5,Devon Conway,17,8,3,0
1220,5,Devon Conway,67,8,4,0
1221,5,Jason Roy,47,8,6,1
1222,5,Kyle Mayers,21,8,4,0
1223,5,Manish Pandey,16,8,6,0
1224,5,Mayank Agarwal,25,8,3,0
1225,5,Quin,63,8,5,0
1226,5,Rohit Sharma,25,8,4,1
1227,5,Ruturaj Gaikwad,41,8,4,0
1228,5,Suryakumar Yadav,72,8,4,0
1229,5,Virat Kohli,70,8,4,0
1230,5,Yashasvi Jaiswal,37,8,5,0
1231,5,Yashasvi Jaiswal,52,8,5,1
1232,5,Yashasvi Jaiswal,56,8,4,0
1233,5,Ajinkya Rahane,24,7,2,0
1234,5,Cameron Green,69,7,4,0
1235,5,Devdutt Padikkal,23,7,6,0
1236,5,Faf du Plessis,54,7,2,0
1237,5,Harpreet Singh,27,7,5,0
1238,5,Ishan Kishan,35,7,5,0
1239,5,KL Rahul,6,7,3,0
1240,5,Kyle Mayers,26,7,4,0
1241,5,Kyle Mayers,30,7,3,0
1242,5,Kyle Mayers,51,7,2,0
1243,5,Marcus S,72,7,5,0
1244,5,Nitish Rana,61,7,2,0
1245,5,Quin,51,7,4,0
1246,5,Rohit Sharma,22,7,4,1
1247,5,Rohit Sharma,31,7,3,0
1248,5,Rohit Sharma,63,7,3,0
1249,5,Sai Sudharsan,7,7,3,0
1250,5,Shikhar Dhawan,14,7,4,0
1251,5,Shubman Gill,74,7,3,0
1252,5,Virat Kohli,15,7,3,0
1253,5,Anmolpreet Singh,52,6,3,0
1254,5,Cameron Green,12,6,3,0
1255,5,Cameron Green,31,6,4,0
1256,5,Devdutt Padikkal,17,6,3,0
1257,5,Devon Conway,24,6,4,0
1258,5,Hardik Pandya,7,6,3,0
1259,5,Jos Buttler,26,6,3,0
1260,5,KL Rahul,26,6,2,0
1261,5,Marcus S,15,6,5,0
1262,5,Marcus S,43,6,5,0
1263,5,Nitish Rana,2,6,4,0
1264,5,Rilee Rossouw,11,6,3,0
1265,5,Rohit Sharma,57,6,4,0
1266,5,Sanvir Singh,62,6,4,0
1267,5,Shimron Hetmyer,60,6,4,0
1268,5,Shubman Gill,73,6,4,0
1269,5,Venkatesh Iyer,13,6,4,0
1270,5,David Warner,11,5,4,0
1271,5,David Warner,28,5,2,0
1272,5,Devdutt Padikkal,66,5,5,0
1273,5,Devon Conway,74,5,6,0
1274,5,Faf du Plessis,5,5,6,0
1275,5,Faf du Plessis,27,5,3,0
1276,5,Hardik Pandya,39,5,3,0
1277,5,Heinrich Klaasen,65,5,3,0
1278,5,Ishan Kishan,16,5,3,0
1279,5,Jason Roy,36,5,5,0
1280,5,Jitesh Sharma,59,5,4,0
1281,5,Manan Vohra,45,5,3,0
1282,5,Nehal Wadhera,49,5,6,0
1283,5,Nitish Rana,56,5,3,0
1284,5,Rinku Singh,47,5,3,0
1285,5,Rinku Singh,61,5,3,0
1286,5,Rohit Sharma,16,5,3,0
1287,5,Sai Sudharsan,13,5,5,0
1288,5,Shikhar Dhawan,53,5,2,0
1289,5,Shubman Gill,48,5,3,0
1290,5,Shubman Gill,71,5,4,0
1291,5,Venkatesh Iyer,33,5,5,0
1292,5,Virat Kohli,20,5,3,0
1293,5,Virat Kohli,27,5,3,0
1294,5,Wriddhiman Saha,73,5,2,0
1295,5,Yashasvi Jaiswal,26,5,3,0
1296,5,Cameron Green,46,4,2,0
1297,5,David Warner,7,4,2,0
1298,5,Faf du Plessis,20,4,2,1
1299,5,Kyle Mayers,3,4,3,0
1300,5,Manish Pandey,55,4,1,0
1301,5,Mayank Agarwal,34,4,5,0
1302,5,Mitchell Marsh,7,4,2,1
1303,5,Mitchell Marsh,34,4,4,1
1304,5,Nitish Rana,33,4,1,0
1305,5,Prithvi Shaw,28,4,3,1
1306,5,Ruturaj Gaikwad,29,4,3,0
1307,5,Sai Sudharsan,18,4,2,0
1308,5,Sai Sudharsan,23,4,4,0
1309,5,Shikhar Dhawan,41,4,2,1
1310,5,Shubman Gill,70,4,3,0
1311,5,Vijay Shankar,44,4,4,1
1312,5,Wriddhiman Saha,18,4,4,1
1313,5,Wriddhiman Saha,74,4,3,0
1314,5,Ajinkya Rahane,49,3,2,0
1315,5,Atharva Taide,41,3,3,0
1316,5,Deepak Hooda,10,3,3,0
1317,5,Ishan Kishan,12,3,3,0
1318,5,Ishan Kishan,42,3,3,0
1319,5,Nitish Rana,13,3,2,0
1320,5,Philip Salt,59,3,3,0
1321,5,Prerak Mankad,58,3,3,0
1322,5,Ruturaj Gaikwad,12,3,4,0
1323,5,Sai Sudharsan,1,3,2,0
1324,5,Shikhar Dhawan,46,3,3,0
1325,5,Shubman Gill,62,3,4,0
1326,5,Virat Kohli,43,3,3,0
1327,5,Virat Kohli,60,3,4,0
1328,5,Yashasvi Jaiswal,66,3,1,0
1329,5,Abhishek Sharma,40,2,4,0
1330,5,Deepak Hooda,3,2,3,0
1331,5,Faf du Plessis,15,2,3,0
1332,5,Faf du Plessis,32,2,2,0
1333,5,Faf du Plessis,43,2,3,0
1334,5,Faf du Plessis,60,2,2,0
1335,5,Faf du Plessis,70,2,2,0
1336,5,Hardik Pandya,71,2,2,0
1337,5,Harry Brook,19,2,2,0
1338,5,Ishan Kishan,63,2,3,0
1339,5,Jason Roy,28,2,4,0
1340,5,Matthew Short,46,2,3,0
1341,5,Mayank Agarwal,4,2,2,0
1342,5,Mayank Agarwal,14,2,4,0
1343,5,Philip Salt,40,2,3,0
1344,5,Rohit Sharma,69,2,2,0
1345,5,Sai Sudharsan,62,2,2,0
1346,5,Shikhar Dhawan,66,2,3,0
1347,5,Suryakumar Yadav,5,2,2,0
1348,5,Vivrant Sharma,69,2,3,0
1349,5,Wriddhiman Saha,13,2,2,1
1350,5,Abhishek Sharma,29,1,1,0
1351,5,Aiden Markram,25,1,3,0
1352,5,Aiden Markram,40,1,1,0
1353,5,Aiden Markram,65,1,1,0
1354,5,Ajinkya Rahane,17,1,3,0
1355,5,Axar Patel,44,1,4,0
1356,5,Cameron Green,25,1,1,0
1357,5,Cameron Green,35,1,1,0
1358,5,David Warner,34,1,1,0
1359,5,David Warner,50,1,1,0
1360,5,Devon Conway,29,1,3,0
1361,5,Devon Conway,37,1,1,0
1362,5,Devon Conway,41,1,2,0
1363,5,Devon Conway,49,1,3,0
1364,5,Devon Conway,61,1,3,0
1365,5,Faf du Plessis,9,1,1,0
1366,5,Glenn Maxwell,36,1,1,0
1367,5,Hardik Pandya,35,1,1,0
1368,5,Hardik Pandya,44,1,2,0
1369,5,Harry Brook,4,1,4,0
1370,5,Harry Brook,34,1,1,0
1371,5,Ishan Kishan,22,1,1,0
1372,5,Ishan Kishan,57,1,2,0
1373,5,Jason Roy,53,1,1,0
1374,5,Joe Root,60,1,1,0
1375,5,Jos Buttler,37,1,1,0
1376,5,Jos Buttler,52,1,1,0
1377,5,KL Rahul,10,1,1,0
1378,5,KL Rahul,15,1,1,0
1379,5,KL Rahul,21,1,2,0
1380,5,Karan Sharma,45,1,3,0
1381,5,Krunal Pandya,63,1,1,0
1382,5,Krunal Pandya,72,1,1,0
1383,5,Liam Livings,66,1,4,0
1384,5,Mahipal Lomror,20,1,1,0
1385,5,Manish Pandey,20,1,2,0
1386,5,Michael Bracewell,9,1,1,0
1387,5,Mitchell Marsh,28,1,1,0
1388,5,Narayan Jagadeesan,36,1,1,0
1389,5,Nitish Rana,19,1,2,0
1390,5,Nitish Rana,53,1,2,0
1391,5,Prabhsimran Singh,27,1,1,0
1392,5,Prabhsimran Singh,31,1,2,0
1393,5,Prabhsimran Singh,41,1,1,0
1394,5,Prabhsimran Singh,59,1,1,0
1395,5,Prabhsimran Singh,64,1,1,0
1396,5,Prithvi Shaw,3,1,4,1
1397,5,Quin,58,1,3,0
1398,5,Rahmanullah Gurbaz,22,1,2,0
1399,5,Rahmanullah Gurbaz,53,1,3,1
1400,5,Rahul Tripathi,10,1,2,0
1401,5,Rahul Tripathi,14,1,2,0
1402,5,Rahul Tripathi,40,1,2,1
1403,5,Rahul Tripathi,47,1,2,0
1404,5,Ruturaj Gaikwad,1,1,2,0
1405,5,Ruturaj Gaikwad,67,1,2,0
1406,5,Ruturaj Gaikwad,74,1,1,0
1407,5,Sam Curran,14,1,2,0
1408,5,Sanju Samson,56,1,2,0
1409,5,Sarfaraz Khan,3,1,3,0
1410,5,Sarfaraz Khan,7,1,2,0
1411,5,Sarfaraz Khan,34,1,1,0
1412,5,Shikhar Dhawan,8,1,3,0
1413,5,Shubman Gill,23,1,2,1
1414,5,Shubman Gill,39,1,2,0
1415,5,Sikandar Raza,38,1,1,0
1416,5,Suryakumar Yadav,54,1,1,0
1417,5,Venkatesh Iyer,56,1,2,0
1418,5,Venkatesh Iyer,68,1,1,0
1419,5,Vijay Shankar,70,1,3,0
1420,5,Virat Kohli,9,1,4,1
1421,5,Virat Kohli,65,1,2,0
1422,5,Abhishek Sharma,65,0,1,1
1423,5,Aiden Markram,47,0,4,0
1424,5,Aiden Markram,62,0,2,1
1425,5,Ayush Badoni,43,0,1,1
1426,5,David Miller,57,0,1,0
1427,5,Devdutt Padikkal,60,0,1,1
1428,5,Devon Conway,55,0,1,1
1429,5,Hardik Pandya,30,0,2,0
1430,5,Harpreet Singh,21,0,3,0
1431,5,Harry Brook,29,0,1,1
1432,5,Ishan Kishan,25,0,1,0
1433,5,Ishan Kishan,72,0,2,1
1434,5,Jason Roy,61,0,1,1
1435,5,Jos Buttler,8,0,1,0
1436,5,Kyle Mayers,10,0,3,1
1437,5,Liam Livings,59,0,1,1
1438,5,Manish Pandey,44,0,1,1
1439,5,Mayank Agarwal,19,0,1,1
1440,5,Mitchell Marsh,3,0,1,1
1441,5,Nitish Rana,28,0,3,0
1442,5,Philip Salt,67,0,1,1
1443,5,Priyam Garg,44,0,1,1
1444,5,Rahmanullah Gurbaz,2,0,2,1
1445,5,Rahmanullah Gurbaz,56,0,1,1
1446,5,Rahul Tripathi,29,0,4,0
1447,5,Rahul Tripathi,65,0,1,1
1448,5,Rilee Rossouw,67,0,1,1
1449,5,Rohit Sharma,5,0,5,0
1450,5,Rohit Sharma,54,0,1,1
1451,5,Ruturaj Gaikwad,49,0,1,1
1452,5,Shahbaz Ahmed,36,0,1,1
1453,5,Shardul Thakur,39,0,3,1
1454,5,Shubman Gill,7,0,1,1
1455,5,Suryakumar Yadav,22,0,1,0
1456,5,Wriddhiman Saha,39,0,1,1
1457,5,Yash Dhull,67,0,1,0
1458,6,Nitish Rana,19,28,6,0
1459,6,Jason Roy,36,24,5,0
1460,6,Devon Conway,29,22,5,0
1461,6,David Warner,28,17,7,0
1462,6,Marcus S,72,17,6,0
1463,6,Abhishek Sharma,40,16,6,0
1464,6,Cameron Green,69,16,4,0
1465,6,Cameron Green,72,15,5,0
1466,6,Heinrich Klaasen,65,15,5,0
1467,6,Rahul Tripathi,47,15,4,1
1468,6,Shubman Gill,13,15,6,0
1469,6,Shubman Gill,35,15,4,0
1470,6,Ajinkya Rahane,24,14,5,0
1471,6,Prerak Mankad,68,14,5,0
1472,6,Devon Conway,6,13,4,0
1473,6,Devon Conway,74,13,5,0
1474,6,Ishan Kishan,12,13,5,0
1475,6,Faf du Plessis,50,12,4,0
1476,6,Jos Buttler,4,12,5,1
1477,6,Kyle Mayers,38,12,7,1
1478,6,Rahmanullah Gurbaz,39,12,4,0
1479,6,Shubman Gill,73,12,6,0
1480,6,Shubman Gill,74,12,4,0
1481,6,Virat Kohli,15,12,4,0
1482,6,Atharva Taide,64,11,5,0
1483,6,David Warner,59,11,5,0
1484,6,Glenn Maxwell,32,11,5,0
1485,6,Sam Curran,14,11,4,0
1486,6,Vijay Shankar,70,11,3,0
1487,6,Devdutt Padikkal,17,10,4,0
1488,6,Devdutt Padikkal,66,10,4,0
1489,6,Glenn Maxwell,54,10,5,0
1490,6,Mitchell Marsh,50,10,5,0
1491,6,Philip Salt,40,10,5,0
1492,6,Sanju Samson,56,10,6,0
1493,6,Venkatesh Iyer,2,10,6,0
1494,6,Ajinkya Rahane,12,9,3,0
1495,6,Ajinkya Rahane,17,9,4,0
1496,6,David Warner,64,9,4,0
1497,6,Devon Conway,41,9,3,0
1498,6,Heinrich Klaasen,62,9,5,0
1499,6,Ishan Kishan,25,9,3,0
1500,6,Ishan Kishan,57,9,4,0
1501,6,Jos Buttler,37,9,4,0
1502,6,Nehal Wadhera,54,9,5,0
1503,6,Prerak Mankad,58,9,5,0
1504,6,Rohit Sharma,63,9,4,0
1505,6,Ruturaj Gaikwad,33,9,4,0
1506,6,Sanju Samson,8,9,3,0
1507,6,Shikhar Dhawan,46,9,3,0
1508,6,Shubman Gill,23,9,4,0
1509,6,Shubman Gill,48,9,6,0
1510,6,Suryakumar Yadav,49,9,5,0
1511,6,Vivrant Sharma,69,9,5,0
1512,6,Wriddhiman Saha,30,9,5,0
1513,6,Yashasvi Jaiswal,26,9,4,0
1514,6,Abhishek Sharma,29,8,4,0
1515,6,Jason Roy,53,8,3,0
1516,6,Kyle Mayers,51,8,6,0
1517,6,Manish Pandey,16,8,2,0
1518,6,Prabhsimran Singh,27,8,6,1
1519,6,Wriddhiman Saha,51,8,4,0
1520,6,Atharva Taide,31,7,4,0
1521,6,David Miller,57,7,4,0
1522,6,David Warner,67,7,2,0
1523,6,Faf du Plessis,24,7,2,0
1524,6,Glenn Maxwell,24,7,4,0
1525,6,Harry Brook,19,7,5,0
1526,6,Matthew Short,18,7,3,0
1527,6,Matthew Short,21,7,5,1
1528,6,Nicholas Pooran,43,7,3,0
1529,6,Nitish Rana,47,7,4,0
1530,6,Prabhsimran Singh,59,7,4,0
1531,6,Rinku Singh,61,7,4,0
1532,6,Rohit Sharma,16,7,2,0
1533,6,Ruturaj Gaikwad,41,7,4,0
1534,6,Ruturaj Gaikwad,55,7,5,0
1535,6,Sarfaraz Khan,34,7,5,0
1536,6,Shubman Gill,51,7,2,0
1537,6,Sikandar Raza,38,7,4,0
1538,6,Tilak Varma,5,7,3,0
1539,6,Virat Kohli,70,7,4,0
1540,6,Anmolpreet Singh,52,6,5,1
1541,6,Cameron Green,31,6,3,0
1542,6,Deepak Hooda,10,6,6,1
1543,6,Devdutt Padikkal,23,6,6,0
1544,6,Faf du Plessis,27,6,3,0
1545,6,Ishan Kishan,42,6,3,0
1546,6,KL Rahul,21,6,4,0
1547,6,Prabhsimran Singh,8,6,5,0
1548,6,Prabhsimran Singh,41,6,4,0
1549,6,Ruturaj Gaikwad,6,6,2,0
1550,6,Ruturaj Gaikwad,37,6,3,0
1551,6,Sanju Samson,52,6,5,0
1552,6,Virat Kohli,5,6,4,0
1553,6,Yashasvi Jaiswal,32,6,4,0
1554,6,Yashasvi Jaiswal,42,6,5,0
1555,6,Anmolpreet Singh,10,5,4,0
1556,6,Cameron Green,42,5,3,0
1557,6,David Warner,7,5,3,0
1558,6,Devdutt Padikkal,32,5,2,0
1559,6,Devon Conway,33,5,2,0
1560,6,Faf du Plessis,60,5,4,0
1561,6,Hardik Pandya,44,5,5,0
1562,6,Harry Brook,4,5,3,0
1563,6,KL Rahul,26,5,5,0
1564,6,KL Rahul,30,5,3,0
1565,6,Kyle Mayers,6,5,2,1
1566,6,Marcus S,15,5,4,0
1567,6,Mayank Agarwal,4,5,3,0
1568,6,Mayank Agarwal,25,5,3,0
1569,6,Nitish Rana,53,5,3,0
1570,6,Prabhsimran Singh,31,5,2,0
1571,6,Rahmanullah Gurbaz,9,5,5,0
1572,6,Rahul Tripathi,10,5,2,0
1573,6,Ruturaj Gaikwad,71,5,3,0
1574,6,Sai Sudharsan,1,5,5,0
1575,6,Sai Sudharsan,7,5,5,0
1576,6,Sai Sudharsan,62,5,3,0
1577,6,Sarfaraz Khan,7,5,3,0
1578,6,Shikhar Dhawan,2,5,4,0
1579,6,Shikhar Dhawan,53,5,3,0
1580,6,Shubman Gill,39,5,3,0
1581,6,Shubman Gill,62,5,3,0
1582,6,Shubman Gill,70,5,3,0
1583,6,Suryakumar Yadav,22,5,4,0
1584,6,Tilak Varma,73,5,3,1
1585,6,Venkatesh Iyer,13,5,5,0
1586,6,Aman Hakim Khan,44,4,5,0
1587,6,David Warner,20,4,3,1
1588,6,Devon Conway,49,4,5,0
1589,6,Devon Conway,71,4,3,0
1590,6,Faf du Plessis,65,4,4,0
1591,6,Glenn Maxwell,9,4,4,0
1592,6,Glenn Maxwell,36,4,3,1
1593,6,Jos Buttler,11,4,3,0
1594,6,Jos Buttler,26,4,2,0
1595,6,Marcus S,45,4,1,0
1596,6,Mayank Agarwal,34,4,2,0
1597,6,Moeen Ali,1,4,5,1
1598,6,Ruturaj Gaikwad,12,4,3,0
1599,6,Sarfaraz Khan,3,4,3,0
1600,6,Shubman Gill,1,4,1,0
1601,6,Virat Kohli,27,4,3,0
1602,6,Virat Kohli,43,4,5,0
1603,6,Bhanuka Rajapaksa,18,3,4,0
1604,6,Cameron Green,46,3,3,1
1605,6,Devon Conway,61,3,5,0
1606,6,Kyle Mayers,3,3,2,0
1607,6,Nitish Rana,33,3,4,0
1608,6,Rilee Rossouw,55,3,4,0
1609,6,Shubman Gill,18,3,4,0
1610,6,Suryakumar Yadav,5,3,2,0
1611,6,Virat Kohli,50,3,2,0
1612,6,Virat Kohli,60,3,3,0
1613,6,Aiden Markram,25,2,3,0
1614,6,Atharva Taide,41,2,2,0
1615,6,Cameron Green,25,2,3,0
1616,6,Cameron Green,35,2,3,0
1617,6,David Warner,11,2,3,0
1618,6,Deepak Hooda,3,2,4,0
1619,6,Faf du Plessis,5,2,2,0
1620,6,Faf du Plessis,15,2,2,0
1621,6,Faf du Plessis,70,2,2,0
1622,6,Hardik Pandya,30,2,1,0
1623,6,Hardik Pandya,35,2,2,0
1624,6,Ishan Kishan,16,2,4,0
1625,6,Ishan Kishan,22,2,2,0
1626,6,Ishan Kishan,46,2,3,0
1627,6,Ishan Kishan,63,2,3,0
1628,6,Jason Roy,28,2,2,0
1629,6,Jos Buttler,17,2,2,0
1630,6,KL Rahul,15,2,2,0
1631,6,Krunal Pandya,63,2,5,0
1632,6,Kyle Mayers,30,2,3,0
1633,6,Lalit Yadav,11,2,2,0
1634,6,Liam Livings,66,2,4,0
1635,6,Mahipal Lomror,20,2,3,0
1636,6,Mandeep Singh,28,2,3,0
1637,6,Manish Pandey,20,2,2,0
1638,6,Manish Pandey,55,2,2,0
1639,6,Mayank Agarwal,14,2,3,0
1640,6,Rahul Tripathi,14,2,3,0
1641,6,Rahul Tripathi,29,2,2,0
1642,6,Rilee Rossouw,11,2,2,1
1643,6,Rinku Singh,47,2,2,0
1644,6,Rohit Sharma,31,2,3,0
1645,6,Rohit Sharma,69,2,3,0
1646,6,Sanju Samson,48,2,4,1
1647,6,Suryakumar Yadav,73,2,3,0
1648,6,Venkatesh Iyer,33,2,3,0
1649,6,Venkatesh Iyer,39,2,2,0
1650,6,Vijay Shankar,57,2,2,0
1651,6,Virat Kohli,20,2,3,0
1652,6,Abishek Porel,20,1,1,0
1653,6,Aiden Markram,19,1,2,0
1654,6,Aiden Markram,65,1,1,0
1655,6,Ajinkya Rahane,49,1,2,0
1656,6,Ajinkya Rahane,55,1,1,0
1657,6,Ajinkya Rahane,61,1,1,0
1658,6,Anmolpreet Singh,58,1,2,0
1659,6,Atharva Taide,38,1,2,0
1660,6,Axar Patel,44,1,1,0
1661,6,Ben S,1,1,1,0
1662,6,Bhanuka Rajapaksa,2,1,2,0
1663,6,Cameron Green,12,1,1,0
1664,6,David Warner,3,1,3,0
1665,6,David Warner,16,1,4,0
1666,6,David Warner,34,1,1,0
1667,6,Deepak Hooda,6,1,3,0
1668,6,Devdutt Padikkal,48,1,2,0
1669,6,Devon Conway,17,1,2,0
1670,6,Devon Conway,24,1,1,0
1671,6,Devon Conway,37,1,3,1
1672,6,Devon Conway,67,1,1,0
1673,6,Faf du Plessis,32,1,1,0
1674,6,Faf du Plessis,43,1,1,0
1675,6,Faf du Plessis,54,1,1,0
1676,6,Hardik Pandya,23,1,2,0
1677,6,Hardik Pandya,71,1,3,1
1678,6,Harpreet Singh,21,1,1,0
1679,6,Harpreet Singh,27,1,1,0
1680,6,Ishan Kishan,35,1,3,0
1681,6,Jason Roy,68,1,2,0
1682,6,Jitesh Sharma,53,1,1,0
1683,6,Joe Root,60,1,2,1
1684,6,Jos Buttler,42,1,1,0
1685,6,Jos Buttler,52,1,1,0
1686,6,KL Rahul,6,1,1,0
1687,6,Karan Sharma,45,1,1,0
1688,6,Krunal Pandya,72,1,1,0
1689,6,Kyle Mayers,21,1,2,0
1690,6,Kyle Mayers,26,1,1,0
1691,6,Liam Livings,53,1,2,1
1692,6,Manan Vohra,45,1,3,1
1693,6,Matthew Short,46,1,3,0
1694,6,Mayank Agarwal,69,1,1,0
1695,6,Michael Bracewell,9,1,1,0
1696,6,Mitchell Marsh,40,1,1,0
1697,6,Narayan Jagadeesan,36,1,1,0
1698,6,Nehal Wadhera,49,1,1,0
1699,6,Nitish Rana,2,1,1,0
1700,6,Nitish Rana,9,1,1,0
1701,6,Nitish Rana,13,1,1,0
1702,6,Nitish Rana,56,1,1,0
1703,6,Nitish Rana,61,1,2,0
1704,6,Philip Salt,59,1,1,0
1705,6,Prithvi Shaw,64,1,2,0
1706,6,Quin,58,1,1,0
1707,6,Quin,63,1,1,0
1708,6,Quin,68,1,1,0
1709,6,Rahmanullah Gurbaz,22,1,2,1
1710,6,Rahul Tripathi,34,1,3,0
1711,6,Rahul Tripathi,52,1,1,0
1712,6,Rohit Sharma,57,1,2,0
1713,6,Ruturaj Gaikwad,29,1,1,0
1714,6,Ruturaj Gaikwad,67,1,5,0
1715,6,Ruturaj Gaikwad,74,1,1,0
1716,6,Sai Sudharsan,13,1,1,0
1717,6,Sai Sudharsan,18,1,2,0
1718,6,Sam Curran,59,1,1,0
1719,6,Sam Curran,66,1,1,0
1720,6,Sanvir Singh,62,1,1,0
1721,6,Shikhar Dhawan,8,1,1,0
1722,6,Shimron Hetmyer,60,1,1,0
1723,6,Shubman Gill,71,1,2,0
1724,6,Suryakumar Yadav,54,1,2,0
1725,6,Suryakumar Yadav,72,1,1,0
1726,6,Venkatesh Iyer,22,1,1,0
1727,6,Venkatesh Iyer,56,1,5,0
1728,6,Venkatesh Iyer,68,1,3,1
1729,6,Virat Kohli,36,1,2,0
1730,6,Virat Kohli,65,1,2,0
1731,6,Wriddhiman Saha,48,1,1,0
1732,6,Wriddhiman Saha,74,1,2,0
1733,6,Yash Dhull,67,1,4,0
1734,6,Yashasvi Jaiswal,11,1,3,0
1735,6,Yashasvi Jaiswal,37,1,2,0
1736,6,Yashasvi Jaiswal,66,1,2,0
1737,6,Aiden Markram,58,0,2,0
1738,6,Dasun Shanaka,71,0,1,0
1739,6,David Miller,44,0,1,0
1740,6,David Warner,50,0,1,1
1741,6,Deepak Hooda,43,0,1,1
1742,6,Devdutt Padikkal,8,0,2,0
1743,6,Dhruv Jurel,60,0,3,0
1744,6,Faf du Plessis,9,0,1,1
1745,6,Hardik Pandya,7,0,1,1
1746,6,Hardik Pandya,39,0,3,0
1747,6,Harry Brook,34,0,1,1
1748,6,Harry Brook,47,0,3,0
1749,6,Jitesh Sharma,59,0,1,1
1750,6,Jos Buttler,8,0,1,1
1751,6,Krunal Pandya,45,0,1,1
1752,6,Mahipal Lomror,36,0,1,0
1753,6,Marcus S,38,0,1,0
1754,6,Marcus S,43,0,2,0
1755,6,Nitish Rana,22,0,3,0
1756,6,Nitish Rana,28,0,1,1
1757,6,Nitish Rana,68,0,1,0
1758,6,Prabhsimran Singh,64,0,1,0
1759,6,Rahul Tripathi,58,0,2,1
1760,6,Rohit Sharma,5,0,1,1
1761,6,Sanju Samson,4,0,1,0
1762,6,Shikhar Dhawan,14,0,2,0
1763,6,Shikhar Dhawan,66,0,1,1
1764,6,Wriddhiman Saha,73,0,1,0
